EmpID,BiasInfluentialFactor,FitmentPercent
20935,,56.14
22461,HighestDegree,89.08
3657,DegreeBranch,88.79
23445,,55.76
19334,Gender,77.86
11870,EmpScore,88.47
23227,Gender,79.79
15089,,57.69
7493,,55.17
2416,,55.79
16780,Gender,79.14
22506,Gender,80.06
15179,DegreeBranch,88.76
2426,YearsOfExperince,80.08
18451,Gender,79.92
21648,,56.92
20127,YearsOfExperince,79.75
19172,Gender,79.81
14893,Gender,79.96
16683,DegreeBranch,80.93
17625,YearsOfExperince,81.24
8257,Gender,79.77
12451,Gender,80.08
22766,,55.86
22347,Gender,80.25
11370,Gender,79.37
16081,MartialStatus,81.2
19303,MartialStatus,81.28
15925,YearsOfExperince,81.26
21365,DegreeBranch,89.1
9466,DegreeBranch,89.89
11723,,57.01
16457,,56.97
5755,Gender,79.98
2163,Gender,79.94
12018,,81.22
15784,Gender,79.1
12823,CurrentCompanyType,56.98
3218,DegreeBranch,81.32
15027,YearsOfExperince,79.16
16104,,54.84
5134,Gender,80.34
4774,Gender,79.94
19638,EmpScore,88.81
19266,CurrentCompanyType,55.88
18006,,55.41
4660,DegreeBranch,80.89
23465,Gender,80.3
20254,,55.52
8495,DegreeBranch,81.24
5966,YearsOfExperince,80.37
14910,MartialStatus,81.22
14022,Gender,79.88
6852,DegreeBranch,89.14
14576,,53.96
22213,,53.95
4285,YearsOfExperince,79.7
12377,CurrentCompanyType,89.93
11148,,56.11
14318,DegreeBranch,81.16
2933,YearsOfExperince,81.3
24205,DegreeBranch,81.22
3838,Gender,80.02
8970,Gender,79.9
12116,DegreeBranch,80.86
4821,,56.44
15744,,60.01
17637,Gender,78.37
8098,,54.37
21894,,53.94
19800,Gender,79.83
12978,YearsOfExperince,79.78
23269,HighestDegree,81.32
11014,Gender,80.16
10263,,79.39
21454,,55.14
22831,CurrentCompanyType,56.31
5463,Gender,78.37
19259,,54.64
15785,DegreeBranch,81.28
18746,,54.24
6720,,56.97
3355,DegreeBranch,81.06
13800,,54.05
22300,YearsOfExperince,80.76
9103,EmpScore,89.14
12447,,79.87
22789,CurrentCompanyType,79.03
24283,DegreeBranch,81.32
14878,YearsOfExperince,81.18
13680,MartialStatus,81.24
23900,DegreeBranch,79.97
9535,Gender,79.99
17456,YearsOfExperince,81.13
14822,YearsOfExperince,79.44
16375,Gender,79.97
20596,HighestDegree,81.28
12554,,55.55
13760,YearsOfExperince,81.24
19580,Gender,79.99
16111,YearsOfExperince,80.84
15673,Gender,80.24
18238,DegreeBranch,81.32
12647,Ethinicity,81.22
4225,,56.68
17049,,54.76
21520,DegreeBranch,81.27
16822,HighestDegree,81.32
17174,DegreeBranch,80.81
2761,DegreeBranch,88.76
11315,DegreeBranch,88.46
2086,,55.54
19656,,56.53
4677,Gender,79.18
4606,Gender,79.37
7548,YearsOfExperince,80.01
10575,,79.22
15045,,53.33
15341,DegreeBranch,81.0
4629,DegreeBranch,80.82
20095,YearsOfExperince,81.18
15202,,54.46
7940,Gender,80.32
23909,DegreeBranch,81.32
24270,DegreeBranch,81.32
5255,Gender,79.65
11445,EmpScore,81.28
10809,DegreeBranch,81.28
3387,HighestDegree,80.53
4661,,57.73
18273,Gender,80.19
14612,CurrentCompanyType,90.05
15108,,56.34
11918,EmpScore,81.04
9713,,55.64
16680,MartialStatus,81.28
9765,HighestDegree,81.32
18095,,81.05
7746,Gender,80.32
22298,Gender,80.19
22116,,56.22
14525,HighestDegree,54.41
19125,DegreeBranch,79.85
5616,Gender,80.34
11917,,53.68
9387,DegreeBranch,80.93
9391,YearsOfExperince,80.29
24017,,56.11
2414,Gender,80.29
16141,Gender,79.75
12149,,79.85
14824,YearsOfExperince,81.19
24051,,79.86
15119,,55.1
7259,YearsOfExperince,79.33
18555,,82.96
19787,DegreeBranch,89.27
23176,EmpScore,89.14
10668,DegreeBranch,80.65
16679,,81.88
6900,YearsOfExperince,81.07
2588,Gender,79.65
21785,LatestDegreeCGPA,55.47
14989,DegreeBranch,80.97
23927,YearsOfExperince,78.19
18684,CurrentCompanyType,89.28
20165,Gender,79.83
14757,DegreeBranch,81.28
7101,DegreeBranch,81.09
12985,,55.16
10293,EmpScore,88.56
11463,DegreeBranch,81.09
20294,Gender,79.84
7044,DegreeBranch,80.53
21214,YearsOfExperince,88.32
14956,Gender,80.02
9209,DegreeBranch,81.24
16002,DegreeBranch,81.28
7160,DegreeBranch,81.09
15311,EmpScore,89.14
9898,HighestDegree,57.45
8601,YearsOfExperince,80.01
5264,,55.94
4756,DegreeBranch,89.12
19089,DegreeBranch,80.9
15373,,53.87
23778,LatestDegreeCGPA,81.01
4830,HighestDegree,81.24
4245,Gender,80.4
15117,,81.19
7243,HighestDegree,81.33
13969,,57.16
10410,,56.06
19385,,55.31
17367,Gender,78.12
17170,HighestDegree,81.32
9839,YearsOfExperince,81.55
12825,Gender,78.6
6005,EmpScore,80.82
6985,DegreeBranch,81.08
12501,,57.02
7440,,55.25
2290,EmpScore,89.0
8483,YearsOfExperince,81.28
19358,Gender,79.32
12473,YearsOfExperince,81.19
10671,Gender,80.13
14520,Gender,79.04
2735,,55.81
5251,,57.65
3666,DegreeBranch,81.28
16199,Gender,79.16
7659,,55.51
18370,EmpScore,81.27
15384,Gender,79.91
12273,,80.66
9662,Gender,80.28
24214,DegreeBranch,82.86
19037,Gender,79.93
8414,DegreeBranch,81.32
18063,YearsOfExperince,78.73
3083,,56.91
11024,,81.2
19191,,53.98
21324,,80.84
8008,Gender,78.39
4570,HighestDegree,80.63
2865,,81.28
17179,YearsOfExperince,80.71
6817,EmpScore,89.05
2095,DegreeBranch,81.28
20431,HighestDegree,89.14
15862,Gender,80.64
9455,Gender,79.78
12650,Gender,80.4
8841,MartialStatus,81.33
23669,Gender,80.53
2115,MartialStatus,80.93
20424,Gender,79.95
23488,DegreeBranch,81.13
9226,HighestDegree,81.05
21521,Gender,80.36
11673,,56.73
16835,YearsOfExperince,81.24
12135,,53.59
5701,DegreeBranch,81.32
8644,,80.5
2261,YearsOfExperince,79.71
18980,,53.28
12299,CurrentCompanyType,56.43
3077,EmpScore,89.07
5795,DegreeBranch,81.31
24215,,56.66
9524,YearsOfExperince,79.93
18840,Ethinicity,81.04
13291,DegreeBranch,89.58
6649,,55.22
22705,Gender,79.57
12308,EmpScore,81.28
22218,HighestDegree,80.93
6190,DegreeBranch,81.21
9428,,56.1
22679,YearsOfExperince,78.75
9562,,53.65
10421,Gender,80.22
12597,,81.28
19696,DegreeBranch,90.09
20635,HighestDegree,81.33
17219,,53.82
10613,DegreeBranch,81.27
2612,DegreeBranch,81.32
8462,YearsOfExperince,80.52
8685,HighestDegree,88.83
22745,YearsOfExperince,81.45
13023,,56.48
18526,,55.13
2663,DegreeBranch,81.24
21401,,80.81
15934,YearsOfExperince,80.02
6780,DegreeBranch,79.42
20246,YearsOfExperince,79.69
23051,EmpScore,81.33
6703,Gender,79.95
6989,,54.86
17272,,55.41
17783,HighestDegree,81.28
22102,CurrentCompanyType,78.07
12044,YearsOfExperince,81.12
11499,YearsOfExperince,81.28
15561,,56.15
20360,EmpScore,89.07
19531,,80.1
22610,,57.28
20227,Gender,79.79
14969,Gender,79.31
5546,EmpScore,81.22
7697,Gender,79.27
8376,YearsOfExperince,88.73
9933,,56.08
21157,,54.11
21425,Gender,79.04
6542,Gender,78.83
3280,,51.73
14392,,81.2
4440,DegreeBranch,81.22
15037,YearsOfExperince,88.29
22620,DegreeBranch,81.28
6433,YearsOfExperince,89.79
12586,YearsOfExperince,80.8
16066,MartialStatus,81.28
4541,DegreeBranch,81.09
15724,Gender,80.16
4568,DegreeBranch,81.15
8125,Gender,80.04
7568,DegreeBranch,81.27
6075,,57.74
11361,EmpScore,81.28
4767,,56.61
9141,HighestDegree,81.15
9984,Gender,79.85
9773,,56.15
12660,DegreeBranch,81.0
16559,DegreeBranch,81.32
3069,,57.29
7743,YearsOfExperince,81.28
2280,HighestDegree,80.93
19960,Gender,78.97
3516,YearsOfExperince,80.94
17494,YearsOfExperince,89.04
20162,,56.65
7877,,54.65
22328,HighestDegree,81.33
8478,DegreeBranch,81.28
6483,EmpScore,81.28
10960,YearsOfExperince,89.71
2848,DegreeBranch,81.14
11680,DegreeBranch,81.22
14317,,57.49
9008,YearsOfExperince,81.04
19917,DegreeBranch,89.73
8347,CurrentCompanyType,80.06
9895,CurrentCompanyType,55.02
18497,DegreeBranch,81.28
7039,Gender,78.91
10275,,54.86
4787,,52.21
10361,YearsOfExperince,80.02
4447,DegreeBranch,88.81
17087,DegreeBranch,82.78
6530,HighestDegree,80.8
3349,,55.59
2251,,53.49
18007,HighestDegree,89.14
11631,HighestDegree,89.74
22674,Gender,80.41
3887,DegreeBranch,81.14
6267,Gender,80.37
14293,,55.53
17666,Gender,79.69
18023,DegreeBranch,81.0
5792,Gender,80.52
12748,HighestDegree,81.28
9546,Gender,80.18
5682,YearsOfExperince,88.81
10453,DegreeBranch,79.37
20392,DegreeBranch,81.34
20701,MartialStatus,81.3
19035,DegreeBranch,81.28
9057,,57.08
15466,YearsOfExperince,79.1
23266,Gender,79.06
23629,YearsOfExperince,80.56
23078,,57.97
5333,Gender,79.45
21456,Gender,79.11
21532,YearsOfExperince,79.81
17803,,56.53
11438,YearsOfExperince,80.78
19927,Gender,79.96
6500,CurrentCompanyType,58.14
15038,YearsOfExperince,79.86
10078,HighestDegree,81.13
11992,Gender,79.07
5352,,55.88
9094,,55.59
13105,,56.28
21830,Gender,79.38
4554,DegreeBranch,81.28
5831,,56.97
14023,DegreeBranch,80.17
19280,,56.11
3922,DegreeBranch,79.97
3210,DegreeBranch,89.07
8231,YearsOfExperince,81.2
19027,MartialStatus,81.28
23864,DegreeBranch,78.15
13750,,81.18
15308,YearsOfExperince,81.04
12792,,56.66
8604,EmpScore,88.43
15422,Gender,80.08
19458,,55.82
11317,,56.31
16390,EmpScore,88.47
20628,,56.76
9842,YearsOfExperince,79.81
13124,YearsOfExperince,79.81
21808,HighestDegree,80.52
14928,YearsOfExperince,78.94
17762,Gender,80.02
3266,,80.01
11423,DegreeBranch,81.32
19478,Gender,79.58
3690,Gender,79.35
14380,,55.8
6218,,56.25
19091,,56.55
20929,,80.86
14199,Gender,79.55
20683,Gender,78.43
2031,,81.09
14421,,80.98
22815,,54.39
10411,DegreeBranch,89.77
2407,HighestDegree,89.05
21779,DegreeBranch,81.22
22522,Gender,80.08
11133,YearsOfExperince,88.99
13685,YearsOfExperince,81.05
16443,MartialStatus,80.84
20827,Gender,79.47
6117,DegreeBranch,81.28
17254,DegreeBranch,80.26
14012,DegreeBranch,81.22
19235,Gender,80.09
21920,DegreeBranch,81.32
11432,EmpScore,88.49
4301,,56.6
23417,EmpScore,81.22
4572,YearsOfExperince,81.28
6137,LatestDegreeCGPA,81.05
12360,Gender,79.72
16322,Gender,80.14
17842,,55.45
2913,DegreeBranch,80.67
15482,CurrentCompanyType,78.45
5194,Gender,80.51
13958,YearsOfExperince,80.92
10705,DegreeBranch,80.67
22082,Gender,80.42
14817,YearsOfExperince,81.18
14674,YearsOfExperince,81.28
8080,DegreeBranch,81.33
11286,DegreeBranch,88.51
4211,DegreeBranch,80.63
13305,Gender,79.28
17286,,54.49
16177,DegreeBranch,81.35
14135,Gender,79.15
8449,,56.92
16096,HighestDegree,80.93
20652,DegreeBranch,80.67
8672,MartialStatus,81.24
15953,,55.46
11945,,80.66
8817,DegreeBranch,81.43
21171,,56.06
13106,Gender,80.24
23844,Gender,79.62
16371,EmpScore,81.22
19155,,54.34
21322,DegreeBranch,81.32
18510,Gender,79.45
23152,Gender,80.29
20795,,56.85
16011,CurrentCompanyType,56.24
2404,DegreeBranch,81.32
20569,DegreeBranch,89.16
20706,MartialStatus,81.22
8044,Gender,79.04
9762,DegreeBranch,88.76
15041,Gender,80.27
11197,,55.39
18353,Gender,79.9
7781,,58.04
21807,,56.68
15326,,54.32
9620,,53.46
7283,YearsOfExperince,81.18
20353,CurrentCompanyType,78.37
19206,Gender,80.19
17854,Gender,79.06
8698,,55.28
9817,,52.48
14113,EmpScore,88.76
15756,,81.28
2385,DegreeBranch,89.18
10221,DegreeBranch,81.24
17983,Gender,79.72
9093,Gender,79.81
21449,,54.38
19288,EmpScore,81.19
24346,YearsOfExperince,79.64
21233,DegreeBranch,81.29
16970,YearsOfExperince,79.45
8796,YearsOfExperince,81.11
14553,YearsOfExperince,78.86
23016,Gender,80.02
4292,Gender,80.07
18439,EmpScore,81.22
14032,YearsOfExperince,81.16
18410,,53.24
23375,EmpScore,81.28
19649,YearsOfExperince,88.24
20084,,81.27
19086,DegreeBranch,81.32
11272,DegreeBranch,89.05
23247,DegreeBranch,80.2
3778,DegreeBranch,81.28
13785,,54.18
2959,DegreeBranch,78.73
7531,YearsOfExperince,81.51
20639,DegreeBranch,79.98
6622,,56.18
2365,DegreeBranch,81.37
22393,YearsOfExperince,79.61
17727,DegreeBranch,81.04
9294,DegreeBranch,79.66
23226,Gender,79.97
22419,Gender,78.61
5859,DegreeBranch,81.14
9045,,56.09
3994,DegreeBranch,88.62
11816,,55.16
10462,CurrentCompanyType,78.08
13052,,53.52
15741,CurrentCompanyType,79.59
12049,,56.97
4455,,54.85
16464,,56.02
6877,YearsOfExperince,81.31
21510,Gender,79.92
23075,,81.35
13674,CurrentCompanyType,90.17
5479,,52.55
3966,YearsOfExperince,81.19
5641,,56.14
7699,HighestDegree,80.76
7374,YearsOfExperince,81.18
13133,DegreeBranch,88.81
11531,,56.68
10880,Gender,77.74
17500,,81.18
16829,Gender,80.54
15002,DegreeBranch,81.24
15054,EmpScore,89.1
11553,DegreeBranch,81.09
17470,DegreeBranch,81.2
8429,HighestDegree,80.96
15320,Gender,80.09
5392,DegreeBranch,88.65
9009,Gender,79.87
20589,DegreeBranch,81.2
5409,,56.04
3802,DegreeBranch,79.87
8998,EmpScore,81.28
14306,Gender,79.87
15197,EmpScore,88.43
8006,Gender,79.63
11274,,81.28
9996,,81.18
17252,,55.06
22390,DegreeBranch,81.28
14823,CurrentCompanyType,56.12
13517,Gender,79.7
13993,Gender,80.39
8139,DegreeBranch,81.37
2475,,81.28
10091,YearsOfExperince,78.75
20029,YearsOfExperince,80.08
19026,DegreeBranch,80.53
11986,,51.21
9136,,56.67
15960,EmpScore,81.22
13003,,56.39
6477,DegreeBranch,81.28
10887,,55.68
13068,HighestDegree,81.28
7527,Gender,80.3
19880,DegreeBranch,79.44
23023,HighestDegree,89.07
8972,DegreeBranch,88.51
8592,DegreeBranch,79.78
11790,,55.95
24007,MartialStatus,81.22
20576,YearsOfExperince,81.18
18008,,78.64
16380,,56.56
15142,,54.57
19279,DegreeBranch,89.16
6553,,57.1
9971,Gender,79.52
9281,,55.99
14840,DegreeBranch,81.09
11489,YearsOfExperince,89.37
10435,,55.16
19532,DegreeBranch,88.54
7080,DegreeBranch,81.12
14158,HighestDegree,89.14
20651,,81.21
10471,Gender,80.3
13069,,56.34
13005,Gender,79.37
13074,DegreeBranch,88.64
7810,,82.85
6379,,57.19
18331,,56.81
6233,,56.48
13057,Gender,79.04
21986,YearsOfExperince,81.14
7681,,55.05
21851,HighestDegree,81.39
11567,,56.77
18887,HighestDegree,81.32
14257,,56.07
7728,DegreeBranch,89.88
12298,Gender,79.92
4023,DegreeBranch,81.28
23086,DegreeBranch,88.76
9688,Gender,80.02
16395,Gender,79.92
12331,,80.6
22752,Gender,80.04
4407,YearsOfExperince,78.48
16142,DegreeBranch,81.32
4938,DegreeBranch,81.24
23590,,57.24
15522,,81.26
10058,DegreeBranch,89.96
6280,YearsOfExperince,78.07
18102,DegreeBranch,89.14
13229,YearsOfExperince,81.13
12765,DegreeBranch,80.01
3777,Gender,80.09
18897,,55.26
3947,Gender,80.01
11604,,57.2
11387,Gender,80.02
17192,Gender,78.95
2078,DegreeBranch,79.76
24306,DegreeBranch,81.13
20624,DegreeBranch,89.9
4673,Gender,79.98
19435,,55.45
23202,,56.32
14058,,52.82
12207,MartialStatus,81.15
18493,Gender,78.8
22763,Gender,79.97
3337,MartialStatus,81.22
8511,,56.0
7225,,56.47
4442,YearsOfExperince,81.3
8155,DegreeBranch,88.47
9198,,54.72
3614,Gender,78.79
11156,DegreeBranch,81.2
20430,DegreeBranch,81.28
20979,,52.85
23129,DegreeBranch,81.0
2419,,58.14
4920,Gender,79.64
22741,EmpScore,89.05
18571,,54.49
6414,DegreeBranch,80.93
20520,Gender,79.69
2337,EmpScore,89.14
19817,Gender,79.95
22004,Gender,80.01
17249,YearsOfExperince,80.81
6203,DegreeBranch,81.32
8851,YearsOfExperince,78.84
2927,DegreeBranch,81.27
7251,HighestDegree,89.08
20876,Gender,79.23
13802,DegreeBranch,81.22
9131,YearsOfExperince,80.17
5404,YearsOfExperince,81.05
16934,DegreeBranch,81.32
21848,Gender,80.73
3447,Gender,79.89
5864,YearsOfExperince,79.44
20136,DegreeBranch,81.27
20123,DegreeBranch,81.19
10302,DegreeBranch,81.01
9164,DegreeBranch,81.32
6820,DegreeBranch,81.28
3983,Gender,80.05
18581,Gender,79.99
12443,MartialStatus,81.09
15496,,57.4
5728,Gender,79.45
5513,HighestDegree,88.26
23184,,54.85
9805,MartialStatus,80.86
22460,DegreeBranch,81.11
11544,MartialStatus,81.18
10015,,55.44
14858,,56.41
4519,DegreeBranch,81.32
19124,Gender,79.36
12256,YearsOfExperince,78.99
9434,HighestDegree,89.97
13256,,52.53
5669,HighestDegree,81.33
5017,,58.74
9250,,54.03
22996,EmpScore,81.2
4126,DegreeBranch,55.52
23117,DegreeBranch,81.28
7488,EmpScore,81.22
19261,Gender,80.61
19688,DegreeBranch,81.32
5603,DegreeBranch,81.28
20627,,57.08
8301,,56.79
5159,,81.28
2816,HighestDegree,82.51
7882,DegreeBranch,79.47
12581,,79.46
13615,DegreeBranch,81.37
8435,Gender,79.35
4094,,56.29
11517,DegreeBranch,89.78
20656,CurrentCompanyType,89.62
11585,DegreeBranch,89.08
4144,EmpScore,81.22
23573,DegreeBranch,81.09
9107,DegreeBranch,81.27
17722,,54.14
18114,DegreeBranch,79.49
2767,DegreeBranch,81.37
13823,Gender,80.25
6647,Gender,80.32
12882,,54.97
2636,Gender,80.03
3600,EmpScore,88.41
10877,EmpScore,81.33
7014,Gender,79.84
23701,,53.32
10780,DegreeBranch,82.88
11162,DegreeBranch,81.32
12495,YearsOfExperince,81.05
16086,DegreeBranch,79.01
20081,DegreeBranch,81.33
11055,,52.86
12072,MartialStatus,81.33
16737,HighestDegree,81.18
23197,,55.75
3594,Gender,80.36
13853,DegreeBranch,81.33
16543,DegreeBranch,80.98
15987,DegreeBranch,81.32
11047,,56.66
10615,,57.41
17967,YearsOfExperince,80.57
13769,Gender,80.69
21397,YearsOfExperince,78.54
19648,YearsOfExperince,78.74
16668,DegreeBranch,81.32
23451,YearsOfExperince,81.18
24204,,55.0
20482,,58.72
14629,EmpScore,81.22
10740,Gender,79.05
9698,DegreeBranch,88.47
10854,YearsOfExperince,79.22
12228,,81.38
21678,CurrentCompanyType,89.68
15290,Gender,80.2
6758,LatestDegreeCGPA,54.77
10197,DegreeBranch,80.16
21201,,54.53
17248,,53.34
8748,DegreeBranch,79.95
14110,,54.9
23229,Gender,79.06
22693,EmpScore,81.2
9263,Gender,80.04
19077,MartialStatus,81.26
13197,,55.79
5933,Gender,78.9
6939,Gender,79.89
2832,CurrentCompanyType,89.59
24320,Gender,79.33
13230,CurrentCompanyType,78.63
20869,,54.7
13826,DegreeBranch,81.22
21359,DegreeBranch,81.22
3953,DegreeBranch,80.75
16936,,80.98
23140,Gender,78.61
15139,DegreeBranch,89.14
18547,YearsOfExperince,81.24
9875,HighestDegree,81.25
13329,YearsOfExperince,80.57
13652,EmpScore,81.22
6930,DegreeBranch,81.22
18825,YearsOfExperince,79.59
6858,Gender,79.43
12132,,57.35
18542,DegreeBranch,89.81
22864,,80.66
3755,Gender,79.92
9313,DegreeBranch,79.65
21545,CurrentCompanyType,56.9
5642,Gender,78.8
19140,HighestDegree,81.28
21032,MartialStatus,81.35
11291,MartialStatus,81.26
13419,DegreeBranch,81.32
7589,,54.81
3913,Gender,79.98
10661,Gender,79.92
12689,YearsOfExperince,81.28
8217,DegreeBranch,88.74
19269,CurrentCompanyType,89.79
6002,DegreeBranch,81.22
8645,DegreeBranch,79.67
13335,,81.26
10223,Gender,78.95
19434,,57.52
17184,Gender,80.11
10002,DegreeBranch,78.02
5592,EmpScore,87.97
22805,DegreeBranch,81.28
6253,MartialStatus,80.88
11953,MartialStatus,81.0
2589,Gender,80.31
8528,YearsOfExperince,80.93
5286,YearsOfExperince,78.25
14015,CurrentCompanyType,56.92
20189,,55.43
19684,Gender,79.27
5336,Gender,79.43
3155,Gender,78.59
14935,DegreeBranch,81.27
13084,,54.69
9060,DegreeBranch,89.46
11238,,80.56
5468,Gender,80.01
16103,DegreeBranch,88.67
21303,,54.22
4445,EmpScore,81.18
14555,,56.44
14366,,54.98
11298,,54.76
5388,,57.06
24101,,52.42
16038,YearsOfExperince,81.19
10682,,53.99
22498,YearsOfExperince,81.15
19039,EmpScore,88.76
18179,,53.88
13967,,56.01
8458,,54.94
6604,YearsOfExperince,81.18
5401,DegreeBranch,80.63
21036,Gender,80.23
14213,Gender,79.07
19267,Gender,80.55
20922,YearsOfExperince,78.48
15349,Gender,80.28
19832,DegreeBranch,88.83
14405,,54.88
17919,YearsOfExperince,81.11
20204,,56.03
11410,,54.17
22467,DegreeBranch,88.81
21719,YearsOfExperince,79.24
15677,YearsOfExperince,79.6
14829,DegreeBranch,79.69
23558,HighestDegree,81.28
14029,Gender,79.61
23793,DegreeBranch,81.32
9019,Gender,80.08
18502,,56.68
17132,DegreeBranch,81.37
7990,DegreeBranch,81.18
7027,DegreeBranch,89.16
7383,YearsOfExperince,81.18
7111,,57.59
5740,Gender,80.09
8142,DegreeBranch,81.46
8252,Gender,80.25
12176,MartialStatus,81.24
11331,Gender,79.97
15585,EmpScore,81.07
8981,Gender,78.62
8637,DegreeBranch,78.36
8985,Gender,80.03
17043,DegreeBranch,81.22
7866,DegreeBranch,88.47
4641,YearsOfExperince,89.75
4076,,55.26
5489,HighestDegree,89.84
3247,DegreeBranch,88.82
2952,CurrentCompanyType,79.05
13585,DegreeBranch,89.14
18103,CurrentCompanyType,55.29
3124,Gender,79.53
7668,YearsOfExperince,78.99
16654,Gender,79.96
9361,Gender,80.3
22315,,55.67
18688,DegreeBranch,89.07
3773,,79.31
2072,EmpScore,81.24
8499,,81.22
10260,CurrentCompanyType,89.99
6256,DegreeBranch,81.14
20570,CurrentCompanyType,56.1
6748,,80.56
3058,YearsOfExperince,77.85
9355,YearsOfExperince,80.2
19953,DegreeBranch,80.93
23946,,55.46
23124,HighestDegree,81.2
22443,DegreeBranch,89.9
15571,,53.79
21992,YearsOfExperince,79.53
17789,,55.52
23233,,81.2
14401,,54.47
4574,EmpScore,89.07
6773,DegreeBranch,80.6
3507,DegreeBranch,81.22
9920,Gender,79.26
4471,,80.57
21473,LatestDegreeCGPA,80.66
7461,,54.07
17329,HighestDegree,88.83
22086,Gender,80.22
18249,DegreeBranch,88.83
7281,DegreeBranch,81.18
4057,Gender,79.18
11583,DegreeBranch,80.72
9958,,51.59
18362,YearsOfExperince,80.8
3548,YearsOfExperince,81.28
7424,Gender,79.89
2954,Gender,80.32
16845,YearsOfExperince,81.19
8778,EmpScore,80.63
10072,Gender,78.7
7404,Gender,79.36
13656,Gender,79.47
2745,EmpScore,88.76
17729,MartialStatus,81.28
13898,YearsOfExperince,77.92
24122,,56.41
3555,DegreeBranch,79.87
2038,,54.66
22265,YearsOfExperince,81.28
17796,Gender,80.31
10531,DegreeBranch,81.22
13049,DegreeBranch,80.53
19049,Gender,78.75
22615,,54.59
3096,HighestDegree,80.96
19709,,54.55
18196,,52.75
19062,CurrentCompanyType,57.01
22704,LatestDegreeCGPA,81.05
6177,LatestDegreeCGPA,80.71
10586,,81.18
19492,Gender,79.81
7372,YearsOfExperince,81.28
23740,Gender,80.43
12350,DegreeBranch,89.9
6395,,56.08
23530,YearsOfExperince,79.71
4875,,56.82
15849,Gender,78.87
15743,,79.28
14244,,54.62
17820,YearsOfExperince,88.99
5576,HighestDegree,89.9
15487,DegreeBranch,80.66
15069,,79.11
19094,,55.28
20040,,55.76
5929,CurrentCompanyType,89.9
6216,,56.25
5258,,80.98
23483,,54.57
18159,DegreeBranch,89.14
3296,Gender,79.81
3990,Gender,80.29
22109,DegreeBranch,89.07
8459,,56.69
6700,DegreeBranch,88.28
11294,DegreeBranch,81.28
8066,CurrentCompanyType,89.8
7648,HighestDegree,80.01
8926,DegreeBranch,88.92
3279,DegreeBranch,81.32
11572,DegreeBranch,89.85
22982,YearsOfExperince,81.19
13306,Gender,78.66
11279,MartialStatus,81.18
24240,EmpScore,88.4
2687,Gender,79.49
2968,DegreeBranch,80.75
10860,HighestDegree,88.47
17010,Gender,79.81
15111,Gender,78.62
17846,CurrentCompanyType,55.68
14519,YearsOfExperince,79.35
19694,YearsOfExperince,55.54
14981,DegreeBranch,88.71
21845,,55.57
12691,Gender,78.42
4382,MartialStatus,81.27
9687,Gender,79.88
2548,DegreeBranch,80.97
22707,,56.99
19085,,54.26
23223,YearsOfExperince,81.28
16972,Gender,79.1
9180,EmpScore,81.2
20942,DegreeBranch,81.32
19627,YearsOfExperince,88.7
19426,Gender,79.89
20196,Gender,79.45
16440,YearsOfExperince,79.38
13226,Gender,80.53
5959,Gender,79.16
22158,,81.31
14347,DegreeBranch,88.73
14394,Gender,80.26
4487,CurrentCompanyType,89.98
6663,Gender,79.47
18162,DegreeBranch,81.32
4948,DegreeBranch,80.67
9260,Gender,80.33
5511,YearsOfExperince,79.69
21179,,53.29
14351,,52.87
4877,,54.6
13324,,55.05
11479,DegreeBranch,81.28
5721,Gender,79.92
5790,,56.22
11154,,80.52
21186,,54.81
10938,HighestDegree,87.65
13527,DegreeBranch,81.2
17351,,55.48
23500,YearsOfExperince,79.83
21915,Gender,79.54
23634,,54.79
12993,,53.06
19232,,54.79
5361,DegreeBranch,80.7
20221,Gender,78.52
14319,DegreeBranch,89.7
23416,YearsOfExperince,80.37
8811,HighestDegree,80.41
9372,YearsOfExperince,79.49
22050,HighestDegree,81.24
5703,DegreeBranch,81.11
2347,,55.46
17946,,54.9
4433,,55.81
3955,,58.12
9617,,54.14
20370,,56.01
9925,Gender,79.82
2263,Gender,80.3
10566,EmpScore,81.28
11689,,54.79
14690,DegreeBranch,88.79
16436,,55.49
10053,YearsOfExperince,81.25
21207,Gender,80.01
13464,Gender,80.42
11343,,55.05
2765,Gender,79.51
10465,Gender,80.34
6180,Gender,79.02
6763,Gender,79.05
19460,Gender,80.32
6447,YearsOfExperince,88.62
21239,YearsOfExperince,78.6
20761,,55.18
23013,MartialStatus,81.18
10739,DegreeBranch,81.32
13923,DegreeBranch,81.1
14094,DegreeBranch,81.27
19297,YearsOfExperince,78.79
15583,YearsOfExperince,78.73
9171,YearsOfExperince,80.62
4713,,81.03
16611,EmpScore,81.12
22253,DegreeBranch,81.32
20152,,56.09
16924,Gender,79.32
16670,DegreeBranch,81.3
9229,HighestDegree,81.28
24050,MartialStatus,80.96
8115,,57.33
22251,DegreeBranch,80.71
22825,DegreeBranch,81.28
16877,,55.07
12652,,54.33
18104,DegreeBranch,81.05
12141,YearsOfExperince,81.16
19547,Gender,79.47
4137,Gender,78.75
15674,YearsOfExperince,81.28
22008,Gender,77.86
5273,EmpScore,89.14
24388,YearsOfExperince,80.66
10778,DegreeBranch,81.28
2555,CurrentCompanyType,54.78
11791,YearsOfExperince,81.05
9989,,53.96
6226,Gender,79.08
22095,DegreeBranch,81.13
10704,,57.92
13626,DegreeBranch,81.09
4749,YearsOfExperince,80.82
22501,,57.64
